objectid,objecttype,attributeid,attributetype
chndm_1942-50-426-a,object,1942,acqYear
chndm_1995-50-150,object,1995,acqYear
chndm_1972-42-137-a_d,object,1972,acqYear
chndm_1901-39-51,object,1901,acqYear
chndm_1931-45-8,object,1931,acqYear
chndm_1908-15-6,object,1908,acqYear
chndm_1896-1-25,object,1896,acqYear
chndm_1926-43-5-345,object,1926,acqYear
chndm_1979-91-959,object,1979,acqYear
chndm_1957-46-61,object,1957,acqYear
chndm_1948-128-71,object,1948,acqYear
chndm_1912-16-64,object,1912,acqYear
chndm_1938-58-1424,object,1938,acqYear
chndm_1973-25-8,object,1973,acqYear
chndm_1939-84-42-c,object,1939,acqYear
chndm_1901-39-1392,object,1901,acqYear
chndm_1948-134-53,object,1948,acqYear
chndm_1960-83-423,object,1960,acqYear
chndm_1941-49-1,object,1941,acqYear
chndm_1924-38-167,object,1924,acqYear
chndm_2000-69-79,object,2000,acqYear
chndm_1938-88-88,object,1938,acqYear
chndm_1943-33-1-15,object,1943,acqYear
chndm_1986-61-224-a_b,object,1986,acqYear
chndm_1914-38-186,object,1914,acqYear
chndm_1931-66-160,object,1931,acqYear
chndm_1938-88-2601,object,1938,acqYear
chndm_1902-1-424,object,1902,acqYear
chndm_1923-7-35-a_b,object,1923,acqYear
chndm_1909-2-37,object,1909,acqYear
chndm_1913-17-26-a_b,object,1913,acqYear
chndm_1901-39-2782,object,1901,acqYear
chndm_1901-39-83,object,1901,acqYear
chndm_2006-32-1,object,2006,acqYear
chndm_1901-39-2673,object,1901,acqYear
chndm_1973-76-21-a,object,1973,acqYear
chndm_1926-43-6-b-155,object,1926,acqYear
chndm_1975-86-15,object,1975,acqYear
chndm_1938-58-1092,object,1938,acqYear
chndm_1998-59-2,object,1998,acqYear
chndm_1968-87-1,object,1968,acqYear
chndm_1898-18-2,object,1898,acqYear
chndm_1924-33-1-a_b,object,1924,acqYear
chndm_1953-176-1,object,1953,acqYear
chndm_1951-103-54,object,1951,acqYear
chndm_1917-4-1313,object,1917,acqYear
chndm_1923-46-117,object,1923,acqYear
chndm_1954-18-30,object,1954,acqYear
chndm_1940-110-3,object,1940,acqYear
chndm_1938-57-1070-175,object,1938,acqYear
chndm_1972-39-5,object,1972,acqYear
chndm_1926-22-118-b,object,1926,acqYear
chndm_1905-2-71,object,1905,acqYear
chndm_1902-1-811,object,1902,acqYear
chndm_1896-1-58,object,1896,acqYear
chndm_1938-88-736,object,1938,acqYear
chndm_1928-16-2,object,1928,acqYear
chndm_1914-38-239,object,1914,acqYear
chndm_1904-16-338,object,1904,acqYear
chndm_a-t-20,object,a-t-,acqYear
chndm_1921-6-450-154,object,1921,acqYear
chndm_1920-36-218,object,1920,acqYear
chndm_1902-1-197,object,1902,acqYear
chndm_2000-69-205,object,2000,acqYear
chndm_1902-1-240,object,1902,acqYear
chndm_1896-3-24,object,1896,acqYear
chndm_1941-31-215,object,1941,acqYear
chndm_1974-27-5,object,1974,acqYear
chndm_1931-41-25-a_b,object,1931,acqYear
chndm_1979-91-312,object,1979,acqYear
chndm_1917-4-1318,object,1917,acqYear
chndm_1973-6-5,object,1973,acqYear
chndm_1923-14-1,object,1923,acqYear
chndm_1991-156-1,object,1991,acqYear
chndm_1962-56-13-a_b,object,1962,acqYear
chndm_1938-88-321,object,1938,acqYear
chndm_1938-88-1005,object,1938,acqYear
chndm_1911-28-196,object,1911,acqYear
chndm_1962-192-8,object,1962,acqYear
chndm_1979-91-858,object,1979,acqYear
chndm_1901-39-1251,object,1901,acqYear
chndm_1976-103-229,object,1976,acqYear
chndm_1921-6-42-8,object,1921,acqYear
chndm_1973-51-27,object,1973,acqYear
chndm_1902-1-904,object,1902,acqYear
chndm_1903-11-24,object,1903,acqYear
chndm_1917-4-365-a,object,1917,acqYear
chndm_1938-57-321,object,1938,acqYear
chndm_1948-47-338,object,1948,acqYear
chndm_1941-17-3,object,1941,acqYear
chndm_1979-91-319,object,1979,acqYear
chndm_1968-135-16-a,object,1968,acqYear
chndm_1972-42-194,object,1972,acqYear
chndm_1931-59-141,object,1931,acqYear
chndm_1979-91-438,object,1979,acqYear
chndm_1941-31-250,object,1941,acqYear
chndm_1981-28-444,object,1981,acqYear
chndm_1955-78-14-30,object,1955,acqYear
chndm_1918-52-1,object,1918,acqYear
chndm_1984-86-5-45,object,1984,acqYear
chndm_1984-86-3-42,object,1984,acqYear
chndm_1921-6-40-4,object,1921,acqYear
chndm_1901-39-2217,object,1901,acqYear
chndm_1970-26-4-cdd,object,1970,acqYear
chndm_1961-115-37,object,1961,acqYear
chndm_1921-6-282-62,object,1921,acqYear
chndm_1901-39-2179,object,1901,acqYear
chndm_1921-22-286,object,1921,acqYear
chndm_1938-57-1070-230,object,1938,acqYear
chndm_1923-41-5,object,1923,acqYear
chndm_1901-39-2785,object,1901,acqYear
chndm_1921-6-97-1,object,1921,acqYear
chndm_1981-28-82,object,1981,acqYear
chndm_1963-9-245,object,1963,acqYear
chndm_1938-88-473,object,1938,acqYear
chndm_1938-88-699,object,1938,acqYear
chndm_1931-6-125,object,1931,acqYear
chndm_1896-1-34,object,1896,acqYear
chndm_1973-29-22,object,1973,acqYear
chndm_1995-50-198,object,1995,acqYear
chndm_1909-13-39,object,1909,acqYear
chndm_1923-7-48,object,1923,acqYear
chndm_1955-133-19,object,1955,acqYear
chndm_1941-99-14,object,1941,acqYear
chndm_1938-88-2948,object,1938,acqYear
chndm_1901-39-1361,object,1901,acqYear
chndm_1937-49-2,object,1937,acqYear
chndm_1940-96-1-a_k,object,1940,acqYear
chndm_1941-51-1,object,1941,acqYear
chndm_1948-40-154,object,1948,acqYear
chndm_1974-101-23,object,1974,acqYear
chndm_1935-2-7,object,1935,acqYear
chndm_1921-6-472-6,object,1921,acqYear
chndm_1948-47-211,object,1948,acqYear
chndm_1924-36-2,object,1924,acqYear
chndm_1943-51-133,object,1943,acqYear
chndm_1975-81-2,object,1975,acqYear
chndm_1981-28-324,object,1981,acqYear
chndm_1949-151-14,object,1949,acqYear
chndm_1905-2-189-a_b,object,1905,acqYear
chndm_1896-3-281,object,1896,acqYear
chndm_1914-38-323,object,1914,acqYear
chndm_1962-50-120,object,1962,acqYear
chndm_1940-76-20,object,1940,acqYear
chndm_1948-125-4-30,object,1948,acqYear
chndm_1976-103-16,object,1976,acqYear
chndm_1911-28-9,object,1911,acqYear
chndm_1926-43-6-b-96,object,1926,acqYear
chndm_1911-28-400,object,1911,acqYear
chndm_1934-12-1,object,1934,acqYear
chndm_1938-88-416,object,1938,acqYear
chndm_1921-22-38,object,1921,acqYear
chndm_a-t-775,object,a-t-,acqYear
chndm_1936-13-16-a_b,object,1936,acqYear
chndm_1977-110-1-5,object,1977,acqYear
chndm_1945-20-4-a_f,object,1945,acqYear
chndm_1994-129-3,object,1994,acqYear
chndm_1921-6-82,object,1921,acqYear
chndm_1953-20-3,object,1953,acqYear
chndm_1979-91-214,object,1979,acqYear
chndm_1985-103-36,object,1985,acqYear
chndm_1917-4-115,object,1917,acqYear
chndm_1957-61-46-h,object,1957,acqYear
chndm_1917-4-1363,object,1917,acqYear
chndm_1901-39-1063,object,1901,acqYear
chndm_1920-15-28,object,1920,acqYear
chndm_1979-91-951,object,1979,acqYear
chndm_1921-41-29,object,1921,acqYear
chndm_1940-90-18,object,1940,acqYear
chndm_1937-38-2-b,object,1937,acqYear
chndm_1942-50-79,object,1942,acqYear
chndm_1926-43-5-104,object,1926,acqYear
chndm_1967-10-6-a,object,1967,acqYear
chndm_1938-88-687,object,1938,acqYear
chndm_1942-50-174,object,1942,acqYear
chndm_1986-61-20-a_b,object,1986,acqYear
chndm_1957-30-6,object,1957,acqYear
chndm_1948-47-319,object,1948,acqYear
chndm_1947-131-114,object,1947,acqYear
chndm_2018-33-4,object,2018,acqYear
chndm_1901-39-1593,object,1901,acqYear
chndm_1926-43-7-d-32,object,1926,acqYear
chndm_2000-69-54,object,2000,acqYear
chndm_1944-61-4,object,1944,acqYear
chndm_1921-6-213-7,object,1921,acqYear
chndm_1921-6-205,object,1921,acqYear
chndm_1976-116-2,object,1976,acqYear
chndm_1944-65-1,object,1944,acqYear
chndm_1979-91-499,object,1979,acqYear
chndm_1931-86-115-a_c,object,1931,acqYear
chndm_1920-36-295,object,1920,acqYear
chndm_1896-3-87,object,1896,acqYear
chndm_1938-88-860,object,1938,acqYear
chndm_1912-12-260,object,1912,acqYear
chndm_1908-26-137,object,1908,acqYear
chndm_1901-39-1549,object,1901,acqYear
chndm_1953-143-33,object,1953,acqYear
chndm_1946-68-5,object,1946,acqYear
chndm_1917-4-537,object,1917,acqYear
chndm_1955-89-1,object,1955,acqYear
chndm_1983-29-14-a,object,1983,acqYear
chndm_1938-88-3090,object,1938,acqYear
chndm_1931-80-95,object,1931,acqYear
chndm_1985-19-8,object,1985,acqYear
chndm_1938-57-102,object,1938,acqYear
chndm_1974-42-11,object,1974,acqYear
chndm_1921-6-212-41,object,1921,acqYear
chndm_1901-39-2482,object,1901,acqYear
chndm_1912-16-33,object,1912,acqYear
chndm_1973-51-24-a_c,object,1973,acqYear
chndm_1931-45-88,object,1931,acqYear
chndm_1896-3-190,object,1896,acqYear
chndm_1943-46-4,object,1943,acqYear
chndm_1985-19-107,object,1985,acqYear
chndm_1931-82-12,object,1931,acqYear
chndm_1953-179-88-68,object,1953,acqYear
chndm_1974-101-11,object,1974,acqYear
chndm_1917-4-34-b,object,1917,acqYear
chndm_1948-128-18,object,1948,acqYear
chndm_1911-28-376,object,1911,acqYear
chndm_1917-4-464-a,object,1917,acqYear
chndm_1938-57-730-l,object,1938,acqYear
chndm_1997-136-1-1_145,object,1997,acqYear
chndm_1943-33-1-34,object,1943,acqYear
chndm_1999-29-1,object,1999,acqYear
chndm_1931-64-169,object,1931,acqYear
chndm_1931-94-39,object,1931,acqYear
chndm_1917-4-353-b,object,1917,acqYear
chndm_1913-34-11,object,1913,acqYear
chndm_1909-13-91,object,1909,acqYear
chndm_1921-6-212-66,object,1921,acqYear
chndm_1920-36-318,object,1920,acqYear
chndm_1959-26-4,object,1959,acqYear
chndm_1971-50-288,object,1971,acqYear
chndm_1909-13-127,object,1909,acqYear
chndm_1973-51-18-a_d,object,1973,acqYear
chndm_1937-22-10,object,1937,acqYear
chndm_1917-4-173,object,1917,acqYear
chndm_1967-46-31,object,1967,acqYear
chndm_1901-39-777,object,1901,acqYear
chndm_1904-16-125,object,1904,acqYear
chndm_1911-28-396,object,1911,acqYear
chndm_1926-43-6-a-135,object,1926,acqYear
chndm_1959-172-1,object,1959,acqYear
chndm_1981-56-5,object,1981,acqYear
chndm_1907-17-67,object,1907,acqYear
chndm_1958-30-1,object,1958,acqYear
chndm_1973-42-23-a_b,object,1973,acqYear
chndm_1968-78-3-a,object,1968,acqYear
chndm_1911-28-332,object,1911,acqYear
chndm_1957-66-1,object,1957,acqYear
chndm_1938-82-106-a_d,object,1938,acqYear
chndm_2009-18-23,object,2009,acqYear
chndm_1984-86-3-7,object,1984,acqYear
chndm_1909-2-20,object,1909,acqYear
chndm_1938-88-2476,object,1938,acqYear
chndm_1985-21-2,object,1985,acqYear
chndm_1923-22-4,object,1923,acqYear
chndm_1947-63-1-b,object,1947,acqYear
chndm_1966-55-30,object,1966,acqYear
chndm_1952-166-43-a_b,object,1952,acqYear
chndm_1995-50-122,object,1995,acqYear
chndm_1916-33-205-a_b,object,1916,acqYear
chndm_2013-21-40,object,2013,acqYear
chndm_1979-91-1081,object,1979,acqYear
chndm_1938-1-32,object,1938,acqYear
chndm_1977-65-2,object,1977,acqYear
chndm_1919-10-70,object,1919,acqYear
chndm_1942-7-17,object,1942,acqYear
chndm_1969-121-44,object,1969,acqYear
chndm_1942-50-271,object,1942,acqYear
chndm_1935-2-6,object,1935,acqYear
chndm_1959-170-8,object,1959,acqYear
chndm_1979-91-1073,object,1979,acqYear
chndm_1941-69-233,object,1941,acqYear
chndm_1933-1-148,object,1933,acqYear
chndm_1904-16-157,object,1904,acqYear
chndm_1926-43-5-300,object,1926,acqYear
chndm_1962-56-26-d,object,1962,acqYear
chndm_1921-6-285-38,object,1921,acqYear
chndm_1950-58-11,object,1950,acqYear
chndm_1926-43-4-550,object,1926,acqYear
chndm_1926-43-6-b-153,object,1926,acqYear
chndm_1975-60-44-c,object,1975,acqYear
chndm_1931-94-79,object,1931,acqYear
chndm_1972-42-35,object,1972,acqYear
chndm_1971-50-375,object,1971,acqYear
chndm_1981-17-1-a_b,object,1981,acqYear
chndm_1901-39-1270,object,1901,acqYear
chndm_1902-1-186,object,1902,acqYear
chndm_1985-103-172,object,1985,acqYear
chndm_1985-68-7-d,object,1985,acqYear
chndm_1915-11-4,object,1915,acqYear
chndm_1962-217-1,object,1962,acqYear
chndm_1969-34-18-a_b,object,1969,acqYear
chndm_1953-179-87-8,object,1953,acqYear
chndm_1944-36-2-3,object,1944,acqYear
chndm_1914-38-352,object,1914,acqYear
chndm_1959-66-46,object,1959,acqYear
chndm_1931-86-152-a_b,object,1931,acqYear
chndm_1979-91-1287,object,1979,acqYear
chndm_1904-16-45-c,object,1904,acqYear
chndm_1962-198-31,object,1962,acqYear
chndm_1917-4-15-b,object,1917,acqYear
chndm_1914-38-154,object,1914,acqYear
chndm_1944-21-1,object,1944,acqYear
chndm_1931-67-65-a,object,1931,acqYear
chndm_1917-4-497,object,1917,acqYear
chndm_1943-69-10,object,1943,acqYear
chndm_1897-8-189,object,1897,acqYear
chndm_1962-59-1,object,1962,acqYear
chndm_1921-6-147-3,object,1921,acqYear
chndm_1985-103-28,object,1985,acqYear
chndm_1946-4-1,object,1946,acqYear
chndm_1962-143-121-61,object,1962,acqYear
chndm_1938-62-28,object,1938,acqYear
chndm_1953-179-88-34,object,1953,acqYear
chndm_1974-27-10,object,1974,acqYear
chndm_1938-88-746,object,1938,acqYear
chndm_1957-67-1,object,1957,acqYear
chndm_1981-28-118,object,1981,acqYear
chndm_1947-113-1,object,1947,acqYear
chndm_1979-91-1160,object,1979,acqYear
chndm_1952-166-98,object,1952,acqYear
chndm_1901-39-316,object,1901,acqYear
chndm_1898-6-73,object,1898,acqYear
chndm_1928-2-95,object,1928,acqYear
chndm_1971-50-206,object,1971,acqYear
chndm_1973-32-9,object,1973,acqYear
chndm_1969-40-41,object,1969,acqYear
chndm_1938-57-1518,object,1938,acqYear
chndm_1901-39-3311,object,1901,acqYear
chndm_1901-39-414,object,1901,acqYear
chndm_1896-3-347,object,1896,acqYear
chndm_1938-57-418-e,object,1938,acqYear
chndm_1931-4-81,object,1931,acqYear
chndm_1985-14-54,object,1985,acqYear
chndm_1970-26-21,object,1970,acqYear
chndm_1917-9-1,object,1917,acqYear
chndm_1931-45-92-a_b,object,1931,acqYear
chndm_1911-28-266,object,1911,acqYear
chndm_1941-11-2,object,1941,acqYear
chndm_1921-6-231-27,object,1921,acqYear
chndm_1914-38-60,object,1914,acqYear
chndm_1954-94-1,object,1954,acqYear
chndm_1986-61-188,object,1986,acqYear
chndm_1968-135-87-a,object,1968,acqYear
chndm_1950-121-40,object,1950,acqYear
chndm_1926-43-4-45,object,1926,acqYear
chndm_1907-17-27,object,1907,acqYear
chndm_1985-14-17,object,1985,acqYear
chndm_1981-11-15,object,1981,acqYear
chndm_1942-50-267,object,1942,acqYear
chndm_1914-38-56,object,1914,acqYear
chndm_1938-73-1,object,1938,acqYear
chndm_1938-88-793,object,1938,acqYear
chndm_1959-140-11,object,1959,acqYear
chndm_1920-36-179,object,1920,acqYear
chndm_1938-88-3129,object,1938,acqYear
chndm_1926-43-7-b-118,object,1926,acqYear
chndm_1917-4-245,object,1917,acqYear
chndm_1938-88-4458,object,1938,acqYear
chndm_1923-41-7,object,1923,acqYear
chndm_1912-12-66,object,1912,acqYear
chndm_1950-121-21,object,1950,acqYear
chndm_1950-102-8,object,1950,acqYear
chndm_1979-91-283,object,1979,acqYear
chndm_1926-43-4-435,object,1926,acqYear
chndm_1979-91-580,object,1979,acqYear
chndm_1960-128-3-8,object,1960,acqYear
chndm_1995-50-199,object,1995,acqYear
chndm_1993-134-25-a_c,object,1993,acqYear
chndm_1974-101-13,object,1974,acqYear
chndm_1948-47-189,object,1948,acqYear
chndm_1901-39-1760,object,1901,acqYear
chndm_1938-88-270,object,1938,acqYear
chndm_1926-43-5-211,object,1926,acqYear
chndm_1931-88-40-a_b,object,1931,acqYear
chndm_1972-81-10,object,1972,acqYear
chndm_1938-88-7160,object,1938,acqYear
chndm_1938-88-3647,object,1938,acqYear
chndm_1984-86-7-3,object,1984,acqYear
chndm_1909-22-4-31,object,1909,acqYear
chndm_1979-91-521,object,1979,acqYear
chndm_1962-55-14-a_b,object,1962,acqYear
chndm_1902-1-714,object,1902,acqYear
chndm_1979-91-915,object,1979,acqYear
chndm_1995-50-332,object,1995,acqYear
chndm_1911-28-442,object,1911,acqYear
chndm_1938-62-21,object,1938,acqYear
chndm_1931-86-53,object,1931,acqYear
chndm_1961-1-37,object,1961,acqYear
chndm_1921-6-504-11,object,1921,acqYear
chndm_1978-146-765,object,1978,acqYear
chndm_1943-46-30,object,1943,acqYear
chndm_1979-91-391,object,1979,acqYear
chndm_2000-69-74,object,2000,acqYear
chndm_1938-88-7161,object,1938,acqYear
chndm_1955-38-53-d,object,1955,acqYear
chndm_1902-1-555,object,1902,acqYear
chndm_1921-22-348,object,1921,acqYear
chndm_1972-49-1,object,1972,acqYear
chndm_1917-14-4,object,1917,acqYear
chndm_1958-148-2,object,1958,acqYear
chndm_1931-71-83,object,1931,acqYear
chndm_1981-56-79,object,1981,acqYear
chndm_1923-6-25,object,1923,acqYear
chndm_2017-41-3,object,2017,acqYear
chndm_1901-39-1541,object,1901,acqYear
chndm_1921-6-285-84,object,1921,acqYear
chndm_1981-28-419,object,1981,acqYear
chndm_1984-84-26,object,1984,acqYear
chndm_1929-1-7-a_b,object,1929,acqYear
chndm_1985-19-139,object,1985,acqYear
chndm_1962-50-136,object,1962,acqYear
chndm_1981-28-423,object,1981,acqYear
chndm_1979-91-1127,object,1979,acqYear
chndm_1901-39-560,object,1901,acqYear
chndm_2000-69-220,object,2000,acqYear
chndm_1955-1-5,object,1955,acqYear
chndm_1972-36-12,object,1972,acqYear
chndm_1941-19-1,object,1941,acqYear
chndm_1931-94-139,object,1931,acqYear
chndm_1902-1-153,object,1902,acqYear
chndm_1971-50-62-a_c,object,1971,acqYear
chndm_1970-26-4-ccc,object,1970,acqYear
chndm_2007-53-1,object,2007,acqYear
chndm_1938-57-1070-198,object,1938,acqYear
chndm_1902-1-554,object,1902,acqYear
chndm_1974-52-30,object,1974,acqYear
chndm_1955-38-25,object,1955,acqYear
chndm_1962-233-7,object,1962,acqYear
chndm_1942-50-117,object,1942,acqYear
chndm_1957-92-21,object,1957,acqYear
chndm_1974-52-6,object,1974,acqYear
chndm_1921-22-233,object,1921,acqYear
chndm_1909-13-4,object,1909,acqYear
chndm_1976-46-7,object,1976,acqYear
chndm_1957-180-105,object,1957,acqYear
chndm_1943-51-402,object,1943,acqYear
chndm_1902-1-78,object,1902,acqYear
chndm_1967-16-5,object,1967,acqYear
chndm_1926-43-4-625,object,1926,acqYear
chndm_1976-86-1-a_b,object,1976,acqYear
chndm_1985-103-91,object,1985,acqYear
chndm_1896-16-9,object,1896,acqYear
chndm_1942-50-227,object,1942,acqYear
chndm_1902-1-858,object,1902,acqYear
chndm_1931-59-90-b,object,1931,acqYear
chndm_1901-39-1073,object,1901,acqYear
chndm_1926-43-5-458,object,1926,acqYear
chndm_1942-8-5-a,object,1942,acqYear
chndm_1901-39-2681,object,1901,acqYear
chndm_1921-6-231-13,object,1921,acqYear
chndm_1931-73-298,object,1931,acqYear
chndm_1938-88-2621,object,1938,acqYear
chndm_1896-4-4,object,1896,acqYear
chndm_1978-4-1,object,1978,acqYear
chndm_1974-52-69,object,1974,acqYear
chndm_1979-91-250,object,1979,acqYear
chndm_1972-81-22,object,1972,acqYear
chndm_2000-69-227,object,2000,acqYear
chndm_1941-69-86,object,1941,acqYear
chndm_1906-15-21,object,1906,acqYear
chndm_1995-50-8,object,1995,acqYear
chndm_1909-26-2-a_b,object,1909,acqYear
chndm_1931-70-44,object,1931,acqYear
chndm_1909-25-25,object,1909,acqYear
chndm_1967-46-45,object,1967,acqYear
chndm_1931-73-7,object,1931,acqYear
chndm_1923-6-44,object,1923,acqYear
chndm_1917-4-178,object,1917,acqYear
chndm_1973-29-20,object,1973,acqYear
chndm_1911-28-64,object,1911,acqYear
chndm_1941-69-217,object,1941,acqYear
chndm_1938-88-893,object,1938,acqYear
chndm_1901-39-1702,object,1901,acqYear
chndm_1939-7-3,object,1939,acqYear
chndm_1967-10-3-a,object,1967,acqYear
chndm_1995-50-81,object,1995,acqYear
chndm_1914-38-208,object,1914,acqYear
chndm_1968-111-87,object,1968,acqYear
chndm_1908-17-2,object,1908,acqYear
chndm_1981-56-9,object,1981,acqYear
chndm_1953-38-6,object,1953,acqYear
chndm_1986-61-160,object,1986,acqYear
chndm_1901-39-1258,object,1901,acqYear
chndm_1913-45-9-a_b,object,1913,acqYear
chndm_1971-82-10,object,1971,acqYear
chndm_1960-164-9,object,1960,acqYear
chndm_1901-39-2824,object,1901,acqYear
chndm_1938-88-4310,object,1938,acqYear
chndm_1939-66-12-b_c,object,1939,acqYear
chndm_1985-103-137-c,object,1985,acqYear
chndm_1948-47-297,object,1948,acqYear
chndm_1951-90-12,object,1951,acqYear
chndm_1998-62-7,object,1998,acqYear
chndm_1896-3-23,object,1896,acqYear
chndm_1926-43-4-379,object,1926,acqYear
chndm_1921-6-326-25,object,1921,acqYear
chndm_1985-103-201,object,1985,acqYear
chndm_1984-86-6-21,object,1984,acqYear
chndm_1943-46-26,object,1943,acqYear
chndm_1950-131-23,object,1950,acqYear
chndm_1954-166-2-a_b,object,1954,acqYear
chndm_1938-88-733,object,1938,acqYear
chndm_1921-6-123-1,object,1921,acqYear
chndm_1938-57-1028,object,1938,acqYear
chndm_1974-74-1-a_j,object,1974,acqYear
chndm_1938-88-3540,object,1938,acqYear
chndm_1914-38-194,object,1914,acqYear
