objectid,objecttype,attributeid,attributetype
chndm_1931-94-232,object,"maffei, niccolò francesco",creator
chndm_1948-47-339,object,"brunner, arnold william",creator
chndm_1985-68-7-a,object,"deerfield society of blue and white needlework (american, 1896–1926)",creator
chndm_1911-28-64,object,"delafosse, jean-charles",creator
chndm_2007-53-1,object,"bordeaux, adolph",creator
chndm_1907-7-10,object,passari,creator
chndm_1917-4-173,object,"church, frederic edwin",creator
chndm_1959-49-11,object,neeffs,creator
chndm_1998-59-2,object,minton's art pottery studio,creator
chndm_1901-39-1258,object,"da caravaggio, polidoro",creator
chndm_1939-84-42-c,object,"germer, george e",creator
chndm_1917-4-825,object,"church, frederic edwin",creator
chndm_1948-47-240,object,"brunner, arnold william",creator
chndm_1931-94-260,object,"chanler, robert winthrop",creator
chndm_1921-6-285-84,object, françois de,creator
chndm_1901-30-33,object,"poilly, de, nicolas jean-baptiste",creator
chndm_2000-69-286,object,a.n. davenport co.,creator
chndm_1979-91-1276,object,cresswell & washburn ltd,creator
chndm_1994-3-3,object,"angell, joseph",creator
chndm_1938-57-736-c,object,meissen porcelain manufactory,creator
chndm_1921-6-212-66,object,huquier,creator
chndm_1948-47-189,object,"brunner, arnold william",creator
chndm_1955-78-14-30,object,le tellier,creator
chndm_1896-3-24,object,"dürer, albrecht",creator
chndm_1938-88-2797,object,"rossi, giacomo",creator
chndm_1896-3-216,object, nicholas,creator
chndm_1921-6-472-6,object,"birckenhultz, paul",creator
chndm_1962-218-12,object,chelsea porcelain manufactory,creator
chndm_1984-86-5-32,object,"cox, kenyon",creator
chndm_1921-6-282-62,object, nicolas jean-baptiste,creator
chndm_1917-14-4,object,"homer, winslow",creator
chndm_1948-47-244,object,"brunner, arnold william",creator
chndm_1981-28-80,object,"brown, mary",creator
chndm_1959-49-11,object,van dyck,creator
chndm_1931-94-139,object,nanteuil,creator
chndm_1975-86-4,object,"bosworth, olive",creator
chndm_1931-94-39,object,de lalonde,creator
chndm_1917-4-15-b,object,"church, frederic edwin",creator
chndm_1981-28-424,object, maria,creator
chndm_1897-9-8,object, johann august,creator
chndm_1942-50-131,object,"huntington, daniel",creator
chndm_1912-12-41,object,"homer, winslow",creator
chndm_1898-6-73,object, asher brown,creator
chndm_1912-12-142,object,"homer, winslow",creator
chndm_1954-18-30,object,van de velde,creator
chndm_1921-6-99,object,"le pautre, jean",creator
chndm_1984-84-26,object,weller potte,creator
chndm_1948-134-53,object,"hiroshige, ando",creator
chndm_1896-3-216,object, antoine,creator
chndm_1977-110-1-36,object, jean-robert,creator
chndm_1938-88-4620,object,"marchionni, filippo",creator
chndm_1901-39-2681,object,"van der straet, jan",creator
chndm_2000-69-79,object,a.n. davenport co.,creator
chndm_1981-28-424,object, francisc,creator
chndm_1993-134-25-a_c,object,benson,creator
chndm_1985-14-54,object,noritake,creator
chndm_1956-23-6-4,object, paul de la,creator
chndm_1897-9-8,object,romano,creator
chndm_1921-41-29,object,pillement,creator
chndm_1959-49-11,object, jacobus,creator
chndm_1973-51-138,object,oberkampf & cie.,creator
chndm_1938-88-3498,object, giovanni,creator
chndm_1938-88-270,object,sanquirico,creator
chndm_1948-134-3,object,"hiroshige, ando",creator
chndm_1950-5-25,object,springinklee,creator
chndm_1941-99-14,object,"butler, howard russell",creator
chndm_1942-50-207,object,"huntington, daniel",creator
chndm_1957-58-72,object,"de thulstrup, thure",creator
chndm_1931-66-2,object,"esterbrook, william",creator
chndm_1979-91-886,object,york card & paper co.,creator
chndm_1951-103-54,object, william,creator
chndm_1897-9-8,object, giulio,creator
chndm_1938-57-1070-230,object, dudley,creator
chndm_1921-6-282-62,object,cuvilliés,creator
chndm_1992-92-1-7,object,"diederich, william hunt",creator
chndm_1938-57-1070-19,object, frederick stuart,creator
chndm_1921-6-282-74,object, françois,creator
chndm_1921-6-212-41,object, juste-aurèle,creator
chndm_1921-6-212-41,object,meissonnier,creator
chndm_1979-91-703,object,standard wall-paper company,creator
chndm_1955-78-14-38,object,le tellier,creator
chndm_1917-4-365-a,object,"church, frederic edwin",creator
chndm_1912-12-260,object,"homer, winslow",creator
chndm_1972-5-3-a,object,gorham manufacturing company,creator
chndm_1984-125-72,object,r.c. fisher and co.,creator
chndm_1942-50-513,object,"huntington, daniel",creator
chndm_1951-90-12,object,"appian, adolphe",creator
chndm_1896-3-90,object,"wierix, johan",creator
chndm_1960-83-423,object,"cox, kenyon",creator
chndm_1945-6-4-2,object,bertelli,creator
chndm_1950-131-64,object,"beham, hans sebald",creator
chndm_1942-50-227,object,"huntington, daniel",creator
chndm_1921-6-282-17,object, carl albert von,creator
chndm_1942-50-13,object,"huntington, daniel",creator
chndm_1938-88-3090,object,"giani, felice",creator
chndm_1914-38-352,object,"lathrop, francis augustus",creator
chndm_1945-6-4-2,object, luca,creator
chndm_1901-39-3343,object,"giani, felice",creator
chndm_1923-6-44,object,"cox, kenyon",creator
chndm_1921-6-504-11,object, françois,creator
chndm_1921-6-450-154,object,"chippendale, thomas",creator
chndm_1917-4-537,object,"church, frederic edwin",creator
chndm_1946-68-5,object,homer,creator
chndm_1921-6-281-33,object,cuvilliés,creator
chndm_1984-86-7-3,object,"cox, kenyon",creator
chndm_1938-57-1070-37,object, frederick stuart,creator
chndm_1940-110-3,object, johann melchior,creator
chndm_1979-91-1160,object,williamson,creator
chndm_1959-49-229,object,"pennell, joseph",creator
chndm_1921-6-42-8,object,sallembier,creator
chndm_1921-6-285-84,object,cuvilliés,creator
chndm_1979-91-283,object,"maxwell & co., s.a.",creator
chndm_1921-6-504-11,object,boucher,creator
chndm_1917-4-296-b,object,"church, frederic edwin",creator
chndm_1953-179-88-68,object,"richards, william trost",creator
chndm_1948-118-6,object, carlo,creator
chndm_1940-110-3,object, johann jakob,creator
chndm_1921-6-282-62,object, de,creator
chndm_1920-36-318,object,montalent,creator
chndm_2017-41-3,object,mt. washington glassworks,creator
chndm_1931-64-279,object,"lallemand, jean-baptiste",creator
chndm_1962-198-31,object, jeremias,creator
chndm_1948-47-346,object,"brunner, arnold william",creator
chndm_1921-6-504-11,object,chez le pere et avaulez,creator
chndm_1956-23-6-4,object,thiry,creator
chndm_1948-118-41,object,"bononi, carlo",creator
chndm_1981-56-41,object,j. & j. g. low art tile works,creator
chndm_1901-39-2801,object,"giani, felice",creator
chndm_1921-6-282-74,object, de,creator
chndm_1953-179-84-10,object,"richards, william trost",creator
chndm_1938-57-1070-37,object,church,creator
chndm_1917-4-203,object,"church, frederic edwin",creator
chndm_1938-57-108,object,"guys, constantin",creator
chndm_1938-57-730-l,object,meissen porcelain manufactory,creator
chndm_1914-38-339,object,"lathrop, francis augustus",creator
chndm_1947-4-30,object,homer,creator
chndm_1984-125-72,object, frederick,creator
chndm_2009-18-24-a_b,object,hansen,creator
chndm_1921-6-285-84,object,von lespilliez,creator
chndm_1921-6-285-38,object, françois de,creator
chndm_1981-28-423,object, matilda,creator
chndm_1921-6-40-4,object,"stapff, johann ulrich",creator
chndm_1914-38-154,object,"lathrop, francis augustus",creator
chndm_1917-4-115,object,"church, frederic edwin",creator
chndm_1953-179-87-8,object,"richards, william trost",creator
chndm_1948-89-9,object,"reynolds, george",creator
chndm_1980-73-10,object, walte,creator
chndm_1914-38-60,object,"lathrop, francis augustus",creator
chndm_1962-198-31,object, abraham,creator
chndm_1898-21-5-e,object, claude-louis,creator
chndm_1977-110-1-11,object,buonarroti simoni,creator
chndm_1938-88-284,object,sanquirico,creator
chndm_1921-6-285-38,object,von lespilliez,creator
chndm_1912-16-64,object,"shirlaw, walter",creator
chndm_1921-6-285-84,object,poilly,creator
chndm_1948-39-3,object,"muller, jan harmensz",creator
chndm_1912-16-1,object,"shirlaw, walter",creator
chndm_1917-4-363,object,"church, frederic edwin",creator
chndm_1901-39-3311,object,"giani, felice",creator
chndm_1943-33-1-15,object,"morse, alice cordelia",creator
chndm_1938-57-1070-175,object, dudley,creator
chndm_1955-38-19,object,"vedder, elihu",creator
chndm_1931-64-169,object,"huët, jean-baptiste",creator
chndm_1954-18-30,object,frisius,creator
chndm_1982-23-1139,object,george unite,creator
chndm_1938-57-1070-198,object,church,creator
chndm_1952-105-27,object,"wilcock, arthur",creator
chndm_1967-84-6,object,sèvres porcelain manufactory,creator
chndm_1921-6-285-84,object, nicolas jean-baptiste,creator
chndm_1920-36-179,object,pillement,creator
chndm_1997-136-1-1_145,object,cobban brothers,creator
chndm_1969-40-41,object,fortunato pio castellani & sons,creator
chndm_1901-39-2824,object,"bison, giuseppe bernardino",creator
chndm_1914-38-90,object,"lathrop, francis augustus",creator
chndm_1921-6-504-11,object,bouchet,creator
chndm_1901-39-2056,object,valadier,creator
chndm_1938-88-88,object,"albergotti, g.",creator
chndm_1980-73-10,object,crane,creator
chndm_1950-5-25,object, albrecht,creator
chndm_1901-39-83,object,"calamatta, luigi",creator
chndm_1980-33-11,object,oberkampf & cie.,creator
chndm_1921-41-29,object, jean-baptiste,creator
chndm_1955-28-2,object,"dürer, albrecht",creator
chndm_1938-88-270,object, alessandro,creator
chndm_a-t-20,object,furnion père & fils ainé,creator
chndm_1972-42-214-a_f,object,poterlet,creator
chndm_2007-27-26,object,"delamotte, william alfred",creator
chndm_1938-88-3540,object,"marchionni, carlo",creator
chndm_1948-47-297,object,"brunner, arnold william",creator
chndm_1981-28-444,object,"herzog, ludmilla",creator
chndm_1938-57-1028,object,huntington,creator
chndm_1979-91-220,object,imperial wallcoverings inc.,creator
chndm_1958-39-1-b_d,object,mennecy porcelain factory,creator
chndm_1917-4-497,object,"church, frederic edwin",creator
chndm_1898-6-73,object, charles loring,creator
chndm_1931-41-25-a_b,object,samson,creator
chndm_1914-38-239,object,"lathrop, francis augustus",creator
chndm_1985-14-17,object,noritake,creator
chndm_1908-15-6,object,nampei,creator
chndm_1941-31-215,object,"hiroshige, ando",creator
chndm_1941-49-1,object,"warren, whitney",creator
chndm_1921-22-348,object, jean-baptiste,creator
chndm_2009-18-23,object,hansen,creator
chndm_1904-16-302,object,"blum, robert frederick",creator
chndm_1921-6-231-13,object,babel,creator
chndm_1921-6-147-3,object,"della bella, stefano",creator
chndm_1917-4-1363,object,"church, frederic edwin",creator
chndm_1955-78-14-13,object,belin,creator
chndm_1940-21-37,object,"pazzi, andrea",creator
chndm_1914-38-140,object,"lathrop, francis augustus",creator
chndm_1901-39-1541,object,"giani, felice",creator
chndm_1901-39-2217,object,"marchionni, carlo",creator
chndm_1956-23-6-4,object, giovanni battista,creator
chndm_1984-125-72,object,krieg,creator
chndm_1921-6-231-27,object, pierre edme,creator
chndm_1950-30-4,object,"dürer, albrecht",creator
chndm_1942-50-4,object,huntington,creator
chndm_1944-36-2-3,object,"du cerceau, jacques androuet",creator
chndm_1931-86-152-a_b,object,"sautter, jeremias",creator
chndm_1939-85-22,object,"colman, samuel",creator
chndm_1912-12-66,object,"homer, winslow",creator
chndm_1972-42-214-a_f,object,desfossé,creator
chndm_1917-4-353-b,object,"church, frederic edwin",creator
chndm_1956-23-6-4,object, léonard,creator
chndm_1917-4-464-a,object,"church, frederic edwin",creator
chndm_1948-125-4-30,object,"hyde, james hazen",creator
chndm_1901-39-316,object,"mattioli, girolamo",creator
chndm_1923-41-5,object,"smith, francis hopkinson",creator
chndm_1914-38-194,object,"lathrop, francis augustus",creator
chndm_1921-6-42-8,object, jacques,creator
chndm_1923-51-1,object,"lópez y portaña, vicente",creator
chndm_1938-88-3498,object,bettati,creator
chndm_1936-13-16-a_b,object,sèvres porcelain manufacto,creator
chndm_1962-198-31,object, georg heinrich,creator
chndm_1953-179-89-70,object,"richards, william trost",creator
chndm_1937-38-2-b,object, martin,creator
chndm_1921-6-42-8,object,juillet,creator
chndm_1945-3-7,object, rené,creator
chndm_1981-28-387,object,"sepeda, teresa",creator
chndm_1955-78-14-38,object, b. p.,creator
chndm_1938-57-1070-230,object,church,creator
chndm_1896-3-216,object,masson,creator
chndm_1921-6-231-13,object, jacques,creator
chndm_2009-18-23,object,j. & l. lobmeyr gmbh,creator
chndm_1941-69-60,object,"tanner, alls",creator
chndm_1931-94-139,object, robert,creator
chndm_1938-88-4310,object,"bigari, vittorio maria",creator
chndm_1931-67-65-a,object,"tiepolo, giovanni battista",creator
chndm_1898-21-5-e,object, lionnet et médard,creator
chndm_1938-57-102,object,"de beaumont, edouard",creator
chndm_1909-2-193,object,france,country
chndm_2009-18-23,object,austria,country
chndm_1938-88-687,object,italy,country
chndm_1954-166-2-a_b,object,italy,country
chndm_1959-140-11,object,sweden,country
chndm_1979-91-214,object,usa,country
chndm_1931-86-53,object,france,country
chndm_1931-94-79,object,usa,country
chndm_1901-39-1073,object,italy,country
chndm_1938-88-3647,object,italy,country
chndm_1921-6-282-62,object,france,country
chndm_1926-43-5-432,object,holland,country
chndm_1960-164-9,object,england,country
chndm_1903-11-24,object,flanders,country
chndm_1896-16-19,object,usa,country
chndm_1979-91-521,object,usa,country
chndm_1985-103-137-c,object,netherlands,country
chndm_1935-2-7,object,netherlands,country
chndm_1984-86-3-7,object,usa,country
chndm_1931-4-81,object,china,country
chndm_1940-21-37,object,italy,country
chndm_1909-13-26,object,france,country
chndm_1917-4-221,object,ecuador,country
chndm_1931-80-95,object,england,country
chndm_1985-19-107,object,usa,country
chndm_1981-28-419,object,spain,country
chndm_1904-16-157,object,usa,country
chndm_1962-56-13-a_b,object,spain,country
chndm_1941-69-35,object,netherlands,country
chndm_1948-47-240,object,usa,country
chndm_1901-39-777,object,italy,country
chndm_1981-28-82,object,england,country
chndm_1920-36-218,object,france,country
chndm_1971-50-77,object,spain,country
chndm_1938-88-1005,object,ital,country
chndm_1898-21-5-e,object,france,country
chndm_1952-166-43-a_b,object,italy,country
chndm_1984-86-4-39,object,usa,country
chndm_1972-5-3-a,object,usa,country
chndm_1958-30-1,object,england,country
chndm_1926-43-6-a-135,object,holland,country
chndm_1938-88-7057,object,italy,country
chndm_1968-116-2-a,object,england,country
chndm_1901-39-1925,object,italy,country
chndm_1931-71-83,object,france,country
chndm_1921-6-282-17,object,germany,country
chndm_1917-4-245,object,colombi,country
chndm_1963-9-245,object,italy,country
chndm_1977-110-1-36,object,france,country
chndm_1944-65-1,object,peru,country
chndm_1971-50-103,object,italy,country
chndm_1926-43-6-b-252,object,netherlands,country
chndm_1947-113-1,object,usa,country
chndm_1948-118-19,object,italy,country
chndm_1955-38-19,object,usa,country
chndm_1959-170-8,object,france,country
chndm_1901-39-2681,object,netherlands,country
chndm_1972-42-137-a_d,object,france,country
chndm_1947-4-30,object,usa,country
chndm_1904-16-16-b,object,usa,country
chndm_1938-88-8164,object,italy,country
chndm_1962-143-121-61,object,france,country
chndm_1896-3-281,object,italy,country
chndm_1938-88-4310,object,italy,country
chndm_1938-88-88,object,italy,country
chndm_1961-115-15,object,indonesia,country
chndm_1926-43-5-551,object,netherlands,country
chndm_1938-62-28,object,usa,country
chndm_1921-6-282-74,object,german,country
chndm_1926-22-184,object,china,country
chndm_1909-13-127,object,france,country
chndm_2009-18-24-a_b,object,austria,country
chndm_1958-148-11-a_d,object,france,country
chndm_1994-3-3,object,england,country
chndm_1935-2-7,object,england,country
chndm_1896-2-41,object,england,country
chndm_1949-151-14,object,canada,country
chndm_1951-134-6,object,france,country
chndm_1951-158-6,object,france,country
chndm_1901-39-2773,object,italy,country
chndm_1938-88-1005,object,italy,country
chndm_1931-4-9,object,italy,country
chndm_1960-233-3-a_h,object,china,country
chndm_1960-128-3-8,object,mexico,country
chndm_1953-178-42,object,usa,country
chndm_1913-45-9-a_b,object,usa,country
chndm_1923-41-7,object,usa,country
chndm_1904-16-45-c,object,usa,country
chndm_1925-2-21-a,object,england,country
chndm_1951-111-59,object,n. europe,country
chndm_1921-6-282-62,object,german,country
chndm_1926-43-6-b-155,object,holland,country
chndm_1921-6-472-6,object,germany,country
chndm_1950-102-8,object,usa,country
chndm_1926-43-5-104,object,netherlands,country
chndm_1969-121-40,object,usa,country
chndm_1901-39-560,object,italy,country
chndm_2006-20-17,object,france,country
chndm_1974-100-23,object,england,country
chndm_1959-66-46,object,france,country
chndm_1938-88-2476,object,ital,country
chndm_1955-78-14-30,object,france,country
chndm_1937-38-2-b,object,germany,country
chndm_1917-4-1363,object,usa,country
chndm_1985-103-172,object,germany,country
chndm_1916-33-49-a_b,object,usa,country
chndm_1901-39-2489,object,ital,country
chndm_1901-39-1549,object,italy,country
chndm_1921-6-123-1,object,france,country
chndm_1917-4-1332-b,object,usa,country
chndm_1984-84-13,object,usa,country
chndm_1942-7-17,object,india,country
chndm_1950-121-51,object,switzerland,country
chndm_1912-16-64,object,usa,country
chndm_1910-45-2-a,object,germany,country
chndm_1911-28-400,object,france,country
chndm_1938-88-7160,object,italy,country
chndm_1972-42-194,object,france,country
chndm_1962-50-64,object,france,country
chndm_1969-121-44,object,usa,country
chndm_1950-121-51,object,german,country
chndm_1979-91-1276,object,usa,country
chndm_1973-51-24-a_c,object,india,country
chndm_1902-10-2,object,france,country
chndm_1937-96-2,object,netherlands,country
chndm_1917-4-365-a,object,canada,country
chndm_1999-42-6,object,england,country
chndm_1931-45-75,object,france,country
chndm_1950-121-55,object,germany,country
chndm_1977-65-2,object,england,country
chndm_1921-41-29,object,france,country
chndm_1967-10-6-a,object,france,country
chndm_1907-17-27,object,france,country
chndm_1959-172-1,object,india,country
chndm_1942-50-138,object,italy,country
chndm_1955-28-2,object,german,country
chndm_1979-91-920,object,usa,country
chndm_1938-57-1219-b,object,japan,country
chndm_1951-106-2,object,switzerland,country
chndm_1938-9-2,object,belgium,country
chndm_1941-31-250,object,japan,country
chndm_1980-33-11,object,france,country
chndm_1942-50-322,object,ital,country
chndm_1939-27-21,object,usa,country
chndm_1968-135-16-a,object,france,country
chndm_1984-86-5-32,object,usa,country
chndm_1926-43-4-435,object,holland,country
chndm_1941-69-86,object,usa,country
chndm_1931-40-47-a_b,object,england,country
chndm_1917-4-353-b,object,usa,country
chndm_1979-91-274,object,usa,country
chndm_1997-136-1-1_145,object,usa,country
chndm_1957-58-72,object,usa,country
chndm_1948-128-71,object,japan,country
chndm_1926-22-65-a,object,england,country
chndm_1926-43-5-432,object,netherlands,country
chndm_1977-80-1,object,iran,country
chndm_1981-28-118,object,england,country
chndm_1947-63-1-b,object,france,country
chndm_1902-1-296,object,italy,country
chndm_1926-37-169,object,usa,country
chndm_1974-52-69,object,belgium,country
chndm_1978-146-6,object,usa,country
chndm_1921-6-326-25,object,france,country
chndm_1904-16-125,object,usa,country
chndm_1928-16-2,object,france,country
chndm_1926-43-6-b-3,object,netherlands,country
chndm_1981-56-79,object,usa,country
chndm_2018-33-4,object,france,country
chndm_1921-22-359,object,germany,country
chndm_1934-12-1,object,japan,country
chndm_1985-103-43-a_b,object,turke,country
chndm_1950-121-40,object,italy,country
chndm_1979-91-631,object,usa,country
chndm_1971-50-302,object,italy,country
chndm_1962-56-26-d,object,france,country
chndm_1943-46-30,object,spain,country
chndm_1926-43-7-d-45,object,netherlands,country
chndm_1901-39-994,object,europe and usa,country
chndm_1973-76-21-a,object,egypt,country
chndm_1986-61-178-a_b,object,ireland,country
chndm_1953-48-15,object,usa,country
chndm_1975-81-2,object,usa,country
chndm_1956-23-6-4,object,france,country
chndm_2006-32-1,object,england,country
chndm_1955-133-19,object,uzbekistan,country
chndm_1948-47-244,object,usa,country
chndm_1901-39-2179,object,italy,country
chndm_1926-43-7-b-118,object,holland,country
chndm_1926-43-5-458,object,netherlands,country
chndm_1998-59-2,object,england,country
chndm_1943-51-324,object,usa,country
chndm_1904-16-242,object,usa,country
chndm_1958-143-27,object,italy,country
chndm_1941-11-2,object,england,country
chndm_1955-163-12,object,england,country
chndm_1985-68-7-d,object,usa,country
chndm_1984-86-7-3,object,usa,country
chndm_1967-10-3-a,object,france,country
chndm_1899-2-7,object,france,country
chndm_1920-3-2-a_b,object,italy,country
chndm_1917-4-825,object,ecuador,country
chndm_1968-107-14,object,france,country
chndm_1926-43-6-a-75,object,netherlands,country
chndm_1901-39-1702,object,italy,country
chndm_1931-45-88,object,usa,country
chndm_1917-4-157,object,italy,country
chndm_1921-6-97-1,object,france,country
chndm_1931-59-446-a_b,object,france,country
chndm_1938-88-736,object,austria,country
chndm_1934-12-1,object,usa,country
chndm_1923-7-48,object,france,country
chndm_1931-66-160,object,italy,country
chndm_1921-6-99,object,france,country
chndm_1970-26-21,object,france,country
chndm_1938-88-4616,object,italy,country
chndm_1921-6-450-154,object,england,country
chndm_1900-4-2,object,greece,country
chndm_1979-91-647,object,usa,country
chndm_1953-179-85-31,object,usa,country
chndm_1980-33-11,object,england,country
chndm_1911-7-5,object,england,country
chndm_1938-88-733,object,austria,country
chndm_1926-43-5-345,object,netherlands,country
chndm_1943-69-10,object,spain,country
chndm_1902-1-187,object,german,country
chndm_1896-3-190,object,netherlands,country
chndm_1906-15-35-a_b,object,france,country
chndm_1921-22-286,object,france,country
chndm_1904-16-338,object,usa,country
chndm_1931-94-39,object,france,country
chndm_1958-140-7,object,france,country
chndm_1978-4-1,object,france,country
chndm_1967-20-43,object,usa,country
chndm_1938-57-418-e,object,england,country
chndm_1931-86-152-a_b,object,austria,country
chndm_1926-43-4-625,object,holland,country
chndm_1901-39-83,object,italy,country
chndm_1967-46-45,object,belgium,country
chndm_1942-50-131,object,usa,country
chndm_1939-85-22,object,usa,country
chndm_1951-134-6,object,spain,country
chndm_1960-83-427,object,usa,country
chndm_1926-43-5-211,object,netherlands,country
chndm_1926-43-6-b-252,object,holland,country
chndm_1981-28-444,object,hungary,country
chndm_1926-43-5-217,object,holland,country
chndm_1917-4-245,object,ecuador,country
chndm_1940-110-3,object,germany,country
chndm_1935-2-6,object,france,country
chndm_1972-42-35,object,france,country
chndm_1909-2-5,object,france,country
chndm_1931-66-2,object,england,country
chndm_1946-4-1,object,germany,country
chndm_1940-76-15,object,usa,country
chndm_1901-39-2217,object,italy,country
chndm_1962-50-262,object,ital,country
chndm_1999-29-1,object,usa,country
chndm_1979-91-312,object,usa,country
chndm_1950-121-34,object,france,country
chndm_1935-2-7,object,france,country
chndm_1917-4-158-b,object,syria,country
chndm_1948-128-18,object,japan,country
chndm_1938-88-7161,object,italy,country
chndm_1991-156-1,object,usa,country
chndm_1971-50-428,object,netherlands,country
chndm_1968-135-16-a,object,italy,country
chndm_1907-7-10,object,italy,country
chndm_1973-32-9,object,usa,country
chndm_1938-57-1028,object,usa,country
chndm_1972-81-10,object,italy,country
chndm_1984-86-3-42,object,usa,country
chndm_1908-13-15,object,france / england,country
chndm_1940-94-6,object,italy,country
chndm_1921-22-348,object,france,country
chndm_1956-64-3,object,japan,country
chndm_1953-179-88-34,object,usa,country
chndm_1920-36-319,object,france,country
chndm_1953-202-1,object,france,country
chndm_1938-88-7279,object,italy,country
chndm_1951-103-25,object,england,country
chndm_1958-143-3,object,italy,country
chndm_1913-17-26-a_b,object,usa,country
chndm_1914-21-121,object,france,country
chndm_1982-23-516,object,france,country
chndm_1939-64-14-a_d,object,italy,country
chndm_1908-17-2,object,italy,country
chndm_1972-42-38-a_c,object,france,country
chndm_1971-50-206,object,spain,country
chndm_1995-50-189,object,france,country
chndm_1938-88-3498,object,italy and germany,country
chndm_1923-14-1,object,switzerland,country
chndm_1921-6-504-11,object,france,country
chndm_1952-161-37,object,spain,country
chndm_1926-43-5-104,object,holland,country
chndm_1896-1-119,object,france,country
chndm_1914-38-239,object,usa,country
chndm_1926-43-7-c-12,object,holland,country
chndm_1902-1-240,object,spain,country
chndm_1938-88-467,object,italy,country
chndm_1931-88-40-a_b,object,spain,country
chndm_1901-39-3311,object,italy,country
chndm_1998-75-90,object,france,country
chndm_1905-2-71,object,turkey,country
chndm_1979-91-915,object,usa,country
chndm_1962-8-1-d,object,belgium,country
chndm_1975-86-15,object,england,country
chndm_1921-6-231-27,object,france,country
chndm_1931-59-90-b,object,france,country
chndm_1942-50-412,object,usa,country
chndm_1899-17-1-d,object,present-day iran,country
chndm_1943-51-133,object,german,country
chndm_1919-10-70,object,netherlands,country
chndm_1991-156-1,object,german,country
chndm_1969-40-41,object,italy,country
chndm_1979-91-886,object,usa,country
chndm_1938-1-32,object,france,country
chndm_1971-82-10,object,usa,country
chndm_1974-41-8,object,france,country
chndm_1948-47-319,object,usa,country
chndm_1901-39-3345,object,italy,country
chndm_1901-39-51,object,italy,country
chndm_1926-43-4-625,object,netherlands,country
chndm_a-t-775,object,france,country
chndm_1986-61-188,object,ireland,country
chndm_1957-190-1,object,belgium,country
chndm_1917-4-516,object,usa,country
chndm_1908-15-6,object,japan,country
chndm_1911-28-64,object,france,country
chndm_1985-103-201,object,germany,country
chndm_1962-50-65,object,italy,country
chndm_1948-40-154,object,england,country
chndm_1923-7-35-a_b,object,france,country
chndm_1909-25-25,object,france,country
chndm_1938-57-730-l,object,germany,country
chndm_1942-50-271,object,usa,country
chndm_1966-55-30,object,usa,country
chndm_1931-45-92-a_b,object,usa,country
chndm_1921-6-40-4,object,germany,country
chndm_1938-57-736-c,object,germany,country
chndm_1901-39-689,object,italy,country
chndm_1973-51-110-a_b,object,france,country
chndm_1983-3-1,object,germany,country
chndm_1905-2-189-a_b,object,greece,country
chndm_1909-22-4-31,object,italy,country
chndm_1926-43-4-155,object,holland,country
chndm_1935-2-1-a_b,object,netherlands,country
chndm_1901-39-1593,object,italy,country
chndm_1901-39-316,object,italy,country
chndm_1938-88-321,object,italy,country
chndm_1985-19-139,object,usa,country
chndm_1941-99-14,object,usa,country
chndm_1917-4-203,object,ecuador,country
chndm_1979-91-319,object,usa,country
chndm_1936-13-16-a_b,object,france,country
chndm_1938-73-1,object,germany,country
chndm_1921-6-212-66,object,france,country
chndm_1926-43-4-435,object,netherlands,country
chndm_1998-75-103-a_b,object,france,country
chndm_1938-57-1070-37,object,usa,country
chndm_1938-88-3313,object,italy,country
chndm_1938-88-2966,object,ital,country
chndm_a-w-240,object,usa,country
chndm_1961-178-1,object,usa,country
chndm_1951-185-33-i_k,object,north africa,country
chndm_1926-43-5-300,object,netherlands,country
chndm_1914-38-339,object,usa,country
chndm_1941-76-1-pp,object,netherlands,country
chndm_1984-86-5-45,object,usa,country
chndm_1939-55-1,object,italy,country
chndm_1938-88-699,object,italy,country
chndm_1970-58-9,object,france,country
chndm_1901-39-1987,object,italy,country
chndm_1921-22-233,object,france,country
chndm_1981-28-394,object,mexico,country
chndm_1942-50-513,object,usa,country
chndm_1931-82-12,object,france,country
chndm_1938-88-3764,object,ital,country
chndm_1934-12-1,object,england,country
chndm_1962-50-120,object,belgium,country
chndm_1957-67-1,object,france,country
chndm_1969-62-8,object,italy,country
chndm_1979-91-1317,object,usa,country
chndm_1985-14-54,object,japan,country
chndm_1917-4-1318,object,usa,country
chndm_1947-131-114,object,netherlands,country
chndm_1942-50-4,object,usa,country
chndm_1912-12-260,object,usa,country
chndm_1937-38-2-b,object,german,country
chndm_1989-80-31-a_b,object,usa,country
chndm_1901-30-33,object,france,country
chndm_1973-51-30,object,india,country
chndm_1995-50-150,object,france,country
chndm_1941-69-60,object,england,country
chndm_1981-28-31,object,france,country
chndm_1999-17-1-2,object,germany,country
chndm_1953-38-6,object,england,country
chndm_1981-28-80,object,scotland,country
chndm_1901-39-511,object,italy,country
chndm_1938-57-1070-175,object,usa,country
chndm_1934-13-5,object,usa,country
chndm_1971-50-206,object,ital,country
chndm_1941-45-1-a_b,object,france,country
chndm_1917-9-1,object,italy,country
chndm_1931-45-8,object,france,country
chndm_1979-91-250,object,usa,country
chndm_1950-58-11,object,england,country
chndm_1901-39-2056,object,italy,country
chndm_1931-44-17-a_b,object,england,country
chndm_1939-66-12-b_c,object,france,country
chndm_1908-26-96,object,netherlands,country
chndm_1955-78-14-38,object,france,country
chndm_1902-1-779,object,turkey,country
chndm_1979-91-1073,object,usa,country
chndm_1976-103-16,object,japan,country
